Date,Stock,close_price
2020-07-07,CSAN3.SA,73.5
2020-07-07,GGBR4.SA,15.770000457763672
2020-07-07,ENGI11.SA,47.65999984741211
2020-07-07,SANB11.SA,28.520000457763672
2020-07-07,BBAS3.SA,33.279998779296875
2020-07-07,RAIL3.SA,23.20000076293945
2020-07-07,ECOR3.SA,14.359999656677244
2020-07-07,MGLU3.SA,74.72000122070312
2020-07-07,EQTL3.SA,24.3700008392334
2020-07-07,BTOW3.SA,117.0999984741211
2020-07-07,GOLL4.SA,20.149999618530273
2020-07-07,ELET6.SA,34.189998626708984
2020-07-07,SULA11.SA,47.52000045776367
2020-07-07,CMIG4.SA,10.815199851989746
2020-07-07,MRVE3.SA,19.32999992370605
2020-07-07,EZTC3.SA,41.29999923706055
2020-07-07,SUZB3.SA,36.18999862670898
2020-07-07,USIM5.SA,7.449999809265138
2020-07-07,NTCO3.SA,39.90999984741211
2020-07-07,ELET3.SA,33.5
